	integration and excision	connector	head and packaging	DNA, RNA and nucleotide metabolism	lysis	moron, auxiliary metabolic gene and host takeover	other	tail	transcription regulation	FPR
61	0.9417492609980873	0.998304797423292	0.9889603872719759	0.9384919514261508	0.9884859714134463	0.9256985947342917	0.9020830734688786	0.9883452387346259	0.9681176670634246	0.0061
62	0.9419231438010781	0.998304797423292	0.9890784579963398	0.9388873199661113	0.9887506617257809	0.9260216443224035	0.9030809529749283	0.9885600730436651	0.9684577452814147	0.006200000000000001
63	0.9424447922100504	0.998304797423292	0.9891965287207037	0.939791019486021	0.9888830068819481	0.926667743498627	0.9034551577896969	0.9885600730436651	0.9688828430539024	0.0063
64	0.9433142062250044	0.998304797423292	0.9891965287207037	0.9403558316859644	0.9890153520381154	0.926829268292683	0.9038293626044656	0.9885600730436651	0.969137901717395	0.0064
65	0.9434880890279951	0.998304797423292	0.9891965287207037	0.941090087545891	0.9890153520381154	0.9276368922629623	0.9042035674192341	0.9887749073527042	0.9694779799353851	0.006500000000000001
66	0.9441836202399583	0.998304797423292	0.9893145994450676	0.9419937870658006	0.9891476971942826	0.9276368922629623	0.90532618186354	0.9889360330844836	0.9695629994898827	0.0066
67	0.945226917057903	0.998304797423292	0.9893145994450676	0.9422761931657724	0.9891476971942826	0.9277984170570183	0.9065735312461021	0.9889897416617434	0.9698180581533753	0.0067
68	0.9455746826638846	0.998304797423292	0.9893145994450676	0.9427280429257272	0.98928004235045	0.9279599418510741	0.9070724709991268	0.9890971588162629	0.9704982145893556	0.0068000000000000005
69	0.9460963310728568	0.998304797423292	0.9894326701694315	0.9429539678057046	0.9894123875066173	0.9282829914391859	0.9073219408756392	0.9892582845480423	0.9708382928073457	0.006900000000000001
70	0.9460963310728568	0.998304797423292	0.9894917055316135	0.9435187800056481	0.9894123875066173	0.9287675658213536	0.9078208806286641	0.9893119931253022	0.9712633905798334	0.007
71	0.9464440966788384	0.998304797423292	0.9896097762559773	0.9440271109855973	0.9895447326627845	0.9292521402035212	0.9083198203816889	0.9894194102798217	0.9714334296888284	0.0071
72	0.9464440966788384	0.9984743176809628	0.9897868823425232	0.9447613668455238	0.9895447326627845	0.9294136649975772	0.9085692902582013	0.989580536011601	0.9718585274613161	0.007200000000000001
73	0.9469657450878108	0.9984743176809628	0.9899049530668871	0.9449872917255012	0.9895447326627845	0.9297367145856889	0.9088187601347137	0.9897416617433804	0.9721986056793063	0.0073
74	0.9469657450878108	0.9984743176809628	0.990023023791251	0.9455521039254448	0.9895447326627845	0.9302212889678566	0.909567169764251	0.9899564960524195	0.9723686447883013	0.0074
75	0.9474873934967831	0.9984743176809628	0.9901410945156148	0.9461169161253883	0.9896770778189519	0.931028912938136	0.9099413745790196	0.9899564960524195	0.9726237034517939	0.007500000000000001
76	0.9480090419057555	0.9984743176809628	0.9902001298777968	0.9461733973453826	0.9896770778189519	0.9316750121143595	0.9106897842085568	0.9900639132069391	0.9728787621152866	0.0076
77	0.9487045731177186	0.9984743176809628	0.9903182006021607	0.9463428410053657	0.9900741132874536	0.9318365369084154	0.9109392540850693	0.9902250389387185	0.9731338207787791	0.0077
78	0.9490523387237002	0.9984743176809628	0.9903772359643427	0.9468511719853149	0.9904711487559555	0.9321595864965272	0.9110639890233254	0.9902787475159783	0.9731338207787791	0.0078000000000000005
79	0.949226221526691	0.9986438379386336	0.9904362713265246	0.9470206156452979	0.9904711487559555	0.9329672104668066	0.9113134588998378	0.9904398732477576	0.9732188403332767	0.0079
80	0.9495739871326726	0.9986438379386336	0.9904362713265246	0.9472465405252753	0.9904711487559555	0.9334517848489743	0.9115629287763503	0.9904398732477576	0.9732188403332767	0.008
81	0.9502695183446357	0.9988133581963045	0.9905543420508884	0.9472465405252753	0.9904711487559555	0.9339363592311419	0.9126855432206561	0.9904398732477576	0.9733888794422717	0.0081
82	0.9507911667536081	0.9988133581963045	0.9906724127752524	0.947359502965264	0.9906034939121228	0.9342594088192537	0.9133092179119371	0.9905472904022773	0.9735589185512667	0.0082
83	0.9509650495565989	0.9988133581963045	0.9907314481374343	0.9476419090652358	0.9906034939121228	0.9347439832014214	0.9139328926032182	0.9905472904022773	0.9736439381057643	0.0083
84	0.9513128151625804	0.9988133581963045	0.991026624948344	0.9478113527252189	0.9906034939121228	0.9350670327895332	0.9139328926032182	0.9905472904022773	0.9737289576602619	0.008400000000000001
85	0.9518344635715528	0.9988133581963045	0.991026624948344	0.948150240045185	0.9906034939121228	0.935390082377645	0.9140576275414743	0.990600998979537	0.9737289576602619	0.0085
86	0.9521822291775344	0.9988133581963045	0.991026624948344	0.9485456085851455	0.9906034939121228	0.9355516071717008	0.9149307721092678	0.990600998979537	0.9738139772147594	0.0086
87	0.9527038775865067	0.9988133581963045	0.991026624948344	0.9492233832250777	0.9906034939121228	0.9358746567598126	0.9154297118622926	0.9907621247113164	0.974069035878252	0.008700000000000001
88	0.9530516431924883	0.9988133581963045	0.991026624948344	0.9493928268850608	0.9906034939121228	0.9366822807300921	0.9155544468005489	0.9908158332885761	0.974069035878252	0.0088
89	0.9533994087984698	0.9988133581963045	0.991085660310526	0.9497881954250211	0.9907358390682901	0.9371668551122597	0.915679181738805	0.9909232504430958	0.9741540554327496	0.0089
90	0.9542688228134237	0.9988133581963045	0.9912627663970719	0.9500141203049985	0.9907358390682901	0.9374899047003715	0.9164275913683423	0.9910306675976154	0.974239074987247	0.009000000000000001
91	0.9544427056164145	0.9988133581963045	0.9912627663970719	0.9504659700649534	0.9907358390682901	0.938136003876595	0.9173007359361357	0.9910843761748751	0.9743240945417446	0.0091
92	0.9544427056164145	0.9988133581963045	0.9912627663970719	0.9506918949449308	0.9907358390682901	0.938136003876595	0.9176749407509043	0.9910843761748751	0.9746641727597347	0.0092
93	0.95565988523735	0.9988133581963045	0.9912627663970719	0.9510872634848913	0.9907358390682901	0.938297528670651	0.918049145565673	0.9910843761748751	0.9748342118687298	0.009300000000000001
94	0.9563554164493132	0.9988133581963045	0.9913218017592538	0.9510872634848913	0.9907358390682901	0.9387821030528186	0.9189222901334664	0.9911380847521349	0.9749192314232273	0.0094
95	0.9565292992523039	0.9988133581963045	0.9913218017592538	0.951369669584863	0.9907358390682901	0.9387821030528186	0.9194212298864912	0.9912992104839142	0.9752593096412174	0.0095
96	0.9570509476612763	0.9989828784539753	0.9913808371214358	0.9519344817848066	0.9907358390682901	0.9392666774349863	0.9205438443307971	0.9912992104839142	0.9754293487502126	0.009600000000000001
97	0.9575725960702487	0.9989828784539753	0.9914989078457996	0.952329850324767	0.9908681842244574	0.9392666774349863	0.9209180491455656	0.9912992104839142	0.9754293487502126	0.0097
98	0.9579203616762302	0.9989828784539753	0.9914989078457996	0.9527252188647275	0.9908681842244574	0.9395897270230981	0.9212922539603343	0.9912992104839142	0.9756844074137051	0.0098
99	0.958094244479221	0.9989828784539753	0.9915579432079816	0.9527817000847218	0.9908681842244574	0.9395897270230981	0.9216664587751029	0.9913529190611741	0.9756844074137051	0.0099
100	0.9587897756911842	0.9989828784539753	0.9916169785701635	0.9530076249646993	0.9910005293806247	0.9397512518171539	0.9221653985281277	0.9914066276384339	0.9759394660771977	0.01
101	0.9596591897061381	0.9989828784539753	0.9916169785701635	0.9532335498446767	0.9910005293806247	0.9399127766112099	0.9221653985281277	0.9914066276384339	0.9759394660771977	0.010100000000000001
102	0.9596591897061381	0.9989828784539753	0.9916169785701635	0.9535159559446484	0.9910005293806247	0.9403973509933775	0.9225396033428963	0.9915140447929535	0.9760244856316953	0.0102
103	0.9600069553121197	0.9989828784539753	0.9916760139323455	0.9539678057046033	0.9910005293806247	0.9407204005814893	0.9226643382811526	0.991621461947473	0.9761945247406904	0.0103
104	0.9601808381151105	0.9989828784539753	0.9917350492945274	0.954080768144592	0.9910005293806247	0.941043450169601	0.9230385430959211	0.9916751705247328	0.9763645638496854	0.010400000000000001
105	0.9603547209181011	0.9989828784539753	0.9917940846567094	0.954250211804575	0.9910005293806247	0.941204974963657	0.9232880129724336	0.9917825876792524	0.9767896616221731	0.0105
106	0.960528603721092	0.9989828784539753	0.9917940846567094	0.9543631742445636	0.991132874536792	0.9415280245517686	0.9236622177872021	0.9918362962565122	0.9767896616221731	0.0106
107	0.9607024865240827	0.9989828784539753	0.9917940846567094	0.9545326179045467	0.991132874536792	0.9421741237279923	0.9237869527254584	0.991890004833772	0.9768746811766706	0.010700000000000001
108	0.9607024865240827	0.9989828784539753	0.9917940846567094	0.9550974301044902	0.991132874536792	0.9423356485220481	0.9244106274167394	0.9919437134110317	0.9770447202856657	0.0108
109	0.9608763693270735	0.9989828784539753	0.9919121553810732	0.9554927986444507	0.991132874536792	0.942497173316104	0.9246600972932518	0.9919974219882916	0.9771297398401633	0.0109
110	0.9608763693270735	0.9989828784539753	0.9919121553810732	0.9557752047444225	0.991132874536792	0.9426586981101599	0.9251590370462767	0.9919974219882916	0.9774698180581534	0.011000000000000001
111	0.9610502521300643	0.9989828784539753	0.9919121553810732	0.9562835357243716	0.991132874536792	0.9431432724923275	0.9259074466758139	0.9921048391428111	0.9776398571671484	0.0111
112	0.9612241349330551	0.9989828784539753	0.9919711907432552	0.9569048291443095	0.991132874536792	0.943950896462607	0.9261569165523263	0.9922122562973307	0.9776398571671484	0.0112
113	0.9613980177360459	0.9989828784539753	0.9920302261054371	0.9573566789042643	0.9912652196929592	0.943950896462607	0.9262816514905825	0.9922659648745905	0.977724876721646	0.011300000000000001
114	0.9615719005390367	0.9989828784539753	0.9920302261054371	0.9573566789042643	0.9913975648491266	0.944112421256663	0.9267805912436073	0.9922659648745905	0.9778098962761436	0.0114
115	0.9617457833420274	0.9989828784539753	0.9920302261054371	0.9576390850042361	0.9913975648491266	0.9442739460507188	0.9271547960583759	0.9922659648745905	0.9781499744941337	0.0115
116	0.9619196661450182	0.9989828784539753	0.9921482968298011	0.9576955662242305	0.9913975648491266	0.9450815700209982	0.9274042659348883	0.9924807991836296	0.9781499744941337	0.011600000000000001
117	0.9622674317509998	0.9989828784539753	0.9921482968298011	0.9577520474442248	0.9913975648491266	0.9452430948150541	0.927778470749657	0.9925882163381492	0.9781499744941337	0.0117
118	0.9626151973569814	0.9989828784539753	0.9921482968298011	0.9580909347641909	0.9913975648491266	0.9452430948150541	0.9281526755644256	0.9926956334926688	0.9781499744941337	0.0118
119	0.9629629629629629	0.9989828784539753	0.9921482968298011	0.9585992657441401	0.9913975648491266	0.9452430948150541	0.9287763502557066	0.9928030506471883	0.9782349940486312	0.0119
120	0.9631368457659537	0.9989828784539753	0.992207332191983	0.9589381530641062	0.9913975648491266	0.9455661444031659	0.9291505550704753	0.9928567592244482	0.9782349940486312	0.012
121	0.9634846113719353	0.9989828784539753	0.992207332191983	0.9589381530641062	0.9913975648491266	0.9457276691972217	0.9296494948235	0.9929104678017079	0.9784900527121237	0.012100000000000001
122	0.9636584941749261	0.9989828784539753	0.9923254029163469	0.9591075967240893	0.9915299100052938	0.9462122435793895	0.9300236996382687	0.9930715935334873	0.9785750722666213	0.0122
123	0.9643540253868892	0.9989828784539753	0.9923254029163469	0.9595029652640497	0.9916622551614611	0.946858342755613	0.9303979044530373	0.9932327192652667	0.9786600918211189	0.0123
124	0.9643540253868892	0.9989828784539753	0.9923254029163469	0.9596724089240327	0.9916622551614611	0.9470198675496688	0.930772109267806	0.9932327192652667	0.978830130930114	0.012400000000000001
125	0.96452790818988	0.9989828784539753	0.9923254029163469	0.9600112962439988	0.9916622551614611	0.9471813923437248	0.9311463140825745	0.9932327192652667	0.979000170039109	0.0125
126	0.96452790818988	0.9989828784539753	0.9923844382785288	0.960350183563965	0.9917946003176283	0.9481505411080601	0.9321441935886242	0.9932864278425264	0.9792552287026016	0.0126
127	0.9647017909928708	0.9989828784539753	0.9923844382785288	0.9605761084439424	0.9917946003176283	0.9484735906961719	0.9322689285268804	0.9933401364197862	0.9792552287026016	0.012700000000000001
128	0.9648756737958616	0.9989828784539753	0.9924434736407108	0.9606890708839311	0.9920592906299629	0.9486351154902277	0.9331420730946738	0.9934475535743058	0.9793402482570991	0.0128
129	0.9650495565988524	0.9989828784539753	0.9924434736407108	0.9608585145439141	0.9920592906299629	0.9487966402842837	0.9333915429711862	0.9935012621515656	0.9794252678115967	0.0129
130	0.9652234394018432	0.9989828784539753	0.9924434736407108	0.9611409206438859	0.9920592906299629	0.9489581650783395	0.9337657477859549	0.9935012621515656	0.9794252678115967	0.013000000000000001
131	0.9652234394018432	0.9989828784539753	0.9924434736407108	0.9614233267438577	0.9920592906299629	0.9492812146664513	0.9340152176624673	0.9935549707288254	0.9794252678115967	0.0131
132	0.965397322204834	0.9989828784539753	0.9924434736407108	0.9617622140638238	0.9920592906299629	0.9494427394605072	0.9343894224772359	0.9936623878833449	0.9795102873660942	0.0132
133	0.9655712050078247	0.9989828784539753	0.9925025090028927	0.9621011013837899	0.9920592906299629	0.949765789048619	0.934514157415492	0.9937160964606048	0.9796803264750893	0.013300000000000001
134	0.9659189706138063	0.9989828784539753	0.9925025090028927	0.9621575826037843	0.9920592906299629	0.9499273138426748	0.934514157415492	0.9937698050378645	0.9796803264750893	0.0134
135	0.9660928534167971	0.9989828784539753	0.9925025090028927	0.9622140638237786	0.9920592906299629	0.9500888386367308	0.9351378321067731	0.9938235136151243	0.9797653460295868	0.0135
136	0.9660928534167971	0.9991523987116461	0.9925025090028927	0.9624964699237504	0.9920592906299629	0.9504118882248425	0.9358862417363103	0.9938772221923842	0.9799353851385819	0.013600000000000001
137	0.9662667362197879	0.9991523987116461	0.9925025090028927	0.9628353572437165	0.9920592906299629	0.9507349378129543	0.9360109766745666	0.9938772221923842	0.9800204046930794	0.0137
138	0.9664406190227787	0.9991523987116461	0.9925615443650747	0.9631177633436883	0.9920592906299629	0.9508964626070102	0.936260446551079	0.9939309307696439	0.9800204046930794	0.013800000000000002
139	0.9666145018257695	0.9991523987116461	0.9925615443650747	0.9635131318836487	0.9920592906299629	0.9513810369891779	0.9366346513658476	0.9939309307696439	0.9801904438020744	0.013900000000000001
140	0.966962267431751	0.9991523987116461	0.9925615443650747	0.9637390567636261	0.9923239809422975	0.9518656113713455	0.9367593863041038	0.9939309307696439	0.9801904438020744	0.014
141	0.9671361502347418	0.9991523987116461	0.9926205797272566	0.9640214628635978	0.9923239809422975	0.9521886609594573	0.9376325308718972	0.9939309307696439	0.980275463356572	0.014100000000000001
142	0.9674839158407234	0.9991523987116461	0.9926205797272566	0.9643038689635696	0.9925886712546321	0.9523501857535132	0.9381314706249221	0.9939846393469037	0.980445502465567	0.0142
143	0.967831681446705	0.9991523987116461	0.9926796150894386	0.9645862750635413	0.9925886712546321	0.952673235341625	0.9383809405014345	0.9939846393469037	0.9806155415745621	0.0143
144	0.967831681446705	0.9991523987116461	0.9927386504516206	0.9648121999435187	0.9925886712546321	0.9531578097237926	0.9388798802544592	0.9939846393469037	0.9807855806835573	0.014400000000000001
145	0.967831681446705	0.9991523987116461	0.9927386504516206	0.9649816436035018	0.9928533615669667	0.9533193345178484	0.9390046151927155	0.9939846393469037	0.9809556197925523	0.0145
146	0.9681794470526864	0.9991523987116461	0.9927386504516206	0.9654334933634566	0.9928533615669667	0.9536423841059603	0.9395035549457403	0.9939846393469037	0.9809556197925523	0.0146
147	0.968527212658668	0.9991523987116461	0.9927386504516206	0.965489974583451	0.9928533615669667	0.9536423841059603	0.9405014344517899	0.9940383479241635	0.9812106784560449	0.014700000000000001
148	0.9688749782646496	0.9991523987116461	0.9927386504516206	0.9655464558034453	0.9928533615669667	0.953965433694072	0.9405014344517899	0.9940383479241635	0.9812106784560449	0.0148
149	0.9688749782646496	0.9991523987116461	0.9927976858138025	0.9658288619034171	0.9928533615669667	0.953965433694072	0.9405014344517899	0.9940383479241635	0.9812956980105424	0.0149
150	0.9692227438706312	0.9991523987116461	0.9928567211759844	0.9660547867833945	0.9928533615669667	0.9544500080762397	0.9408756392665586	0.9940383479241635	0.98138071756504	0.015000000000000001
151	0.9692227438706312	0.9991523987116461	0.9930338272625303	0.9662807116633719	0.9928533615669667	0.9549345824584073	0.9413745790195834	0.9940920565014233	0.9814657371195374	0.0151
152	0.9692227438706312	0.9991523987116461	0.9930338272625303	0.9665631177633437	0.9929857067231339	0.9549345824584073	0.9413745790195834	0.994145765078683	0.9817207957830301	0.0152
153	0.969396626673622	0.9991523987116461	0.9930928626247122	0.9667890426433211	0.9929857067231339	0.9550961072524633	0.9414993139578396	0.994145765078683	0.9817207957830301	0.015300000000000001
154	0.969396626673622	0.9991523987116461	0.9930928626247122	0.9669584863033042	0.9931180518793012	0.9550961072524633	0.941748783834352	0.994145765078683	0.9817207957830301	0.0154
155	0.9697443922796035	0.9991523987116461	0.9931518979868942	0.9671279299632872	0.9931180518793012	0.9552576320465191	0.9418735187726082	0.994145765078683	0.9817207957830301	0.0155
156	0.9697443922796035	0.9991523987116461	0.9932109333490761	0.9671844111832816	0.9931180518793012	0.955419156840575	0.9421229886491206	0.994145765078683	0.9818908348920251	0.015600000000000001
