	integration and excision	connector	head and packaging	DNA, RNA and nucleotide metabolism	lysis	moron, auxiliary metabolic gene and host takeover	other	tail	transcription regulation	FPR
0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1	0.7805599026256304	0.9745719613493813	0.9065470216659779	0.7880824625811917	0.9131815775542615	0.7640122758843483	0.7395534489210428	0.8706697459584296	0.8416085699710933	0.0001
2	0.8116849243609807	0.9786404475334802	0.9340575004427653	0.8247952555775204	0.9303864478560084	0.8073009206913261	0.7764749906448797	0.9122938933347655	0.859377656861078	0.0002
3	0.8262910798122066	0.9832174944905916	0.9479898459177047	0.8394803727760519	0.9479883536262573	0.8357292844451624	0.7916926531121367	0.9410816907460121	0.8856486992008162	0.00030000000000000003
4	0.8407233524604416	0.9872859806746906	0.9495838006966173	0.8511719853148828	0.957649550026469	0.8404135034727831	0.8045403517525259	0.9498898974166174	0.8967012412854957	0.0004
5	0.8468092505651191	0.9883031022207154	0.955487336914812	0.8578932504942107	0.9638697723663314	0.8481666935874657	0.8186353997754771	0.9538643321338418	0.9080938615881653	0.0005
6	0.854981742305686	0.990167825055094	0.9577897160399079	0.862920079073708	0.9667813658020117	0.8555968341140365	0.8231258575527005	0.9573016810784682	0.9149804455024656	0.0006000000000000001
7	0.8582855155625109	0.9903373453127648	0.9617450853060984	0.8693589381530641	0.9678401270513499	0.8589888547892102	0.8291131345889984	0.9623502873408883	0.9208467947627954	0.0007
8	0.8645452964701791	0.9911849466011189	0.9658775606588347	0.8742728042925727	0.9699576495500265	0.8630269746406073	0.8332293875514531	0.9641226703904614	0.9230573031797313	0.0008
9	0.870283428968875	0.9927106289201559	0.96877029340575	0.8780570460321943	0.9708840656431975	0.8669035696979487	0.8377198453286766	0.9666469735216714	0.9273933004591056	0.0009000000000000001
10	0.8732394366197183	0.9932191896931684	0.9707774957199362	0.8799209262920079	0.9728692429857068	0.8725569374899047	0.8395908694025196	0.9690638594983619	0.929518789321544	0.001
11	0.8754999130585985	0.9932191896931684	0.9727256626719405	0.8838746116916125	0.9735309687665431	0.874979809400743	0.8408382187850817	0.9702454481980772	0.9315592586294847	0.0011
12	0.8779342723004695	0.9935582302085099	0.9736702284668517	0.8864162665913584	0.9745897300158815	0.8790179292521402	0.8433329175502058	0.971051076856974	0.9339398061554157	0.0012000000000000001
13	0.879151451921405	0.9938972707238515	0.9749099710726725	0.8911042078508896	0.9759131815775542	0.8816023259570344	0.847698640389173	0.9725012084429884	0.9358102363543616	0.0013000000000000002
14	0.8821074595722483	0.9940667909815223	0.9758545368675837	0.8941541937305846	0.9764425622022234	0.8843482474559845	0.8511912186603467	0.9738976314517428	0.9378507056623023	0.0014
15	0.8859328812380456	0.9944058314968639	0.9769762087490407	0.89630048009037	0.9767072525145579	0.8858019706024874	0.8529375077959337	0.9746495515333798	0.9388709403162727	0.0015
16	0.8883672404799166	0.9945753517545347	0.9781569159926796	0.8975430669302457	0.9775013234515617	0.8882248425133258	0.8540601222402395	0.9759922659648745	0.9402312531882333	0.0016
17	0.889584420100852	0.9947448720122054	0.9788063049766811	0.8995763908500424	0.9785600847009	0.8896785656598288	0.8555569414993139	0.9765830603147323	0.9415065465056963	0.0017000000000000001
18	0.8913232481307599	0.995083912527547	0.9791605171497727	0.9024569330697543	0.9786924298570673	0.8930705863350025	0.8565548210053636	0.9772275632418497	0.9423567420506717	0.0018000000000000002
19	0.8949747869935664	0.9952534327852178	0.9798099061337742	0.9038689635696131	0.9789571201694018	0.8948473590696172	0.8591742547087439	0.9779794833234867	0.9438020744771297	0.0019
20	0.8965397322204834	0.9952534327852178	0.9803412243934116	0.9053374752894663	0.979486500794071	0.8954934582458407	0.8612947486590994	0.9787851119823836	0.9450773677945927	0.002
21	0.8979307946444096	0.9955924733005594	0.9806954365665034	0.9064106184693589	0.9801482265749074	0.8958165078339525	0.8626668329799176	0.9790536548686826	0.9461826220030607	0.0021000000000000003
22	0.8993218570683359	0.9955924733005594	0.9809906133774131	0.9092346794690765	0.9808099523557438	0.8980778549507349	0.8639141823624797	0.9799667006820989	0.9477979935385139	0.0022
23	0.9007129194922622	0.9961010340735718	0.9814628962748686	0.9101948602089805	0.9816040232927475	0.8982393797447908	0.8647873269302732	0.9806112036092164	0.9499234824009523	0.0023
24	0.9012345679012346	0.9961010340735718	0.9818761438101423	0.9107596724089241	0.9817363684489148	0.9003392020675174	0.865909941374579	0.9808797464955153	0.9507736779459276	0.0024000000000000002
25	0.9029733959311425	0.9962705543312426	0.9822893913454159	0.9119457780288054	0.9823980942297512	0.9006622516556292	0.8689035798927279	0.9812557065363339	0.9517088930454004	0.0025
26	0.9034950443401147	0.9964400745889134	0.9827026388806895	0.912849477548715	0.9825304393859184	0.9026005491842998	0.869527254584009	0.9817927923089317	0.9523040299268832	0.0026000000000000003
27	0.9055816379760042	0.996779115104255	0.983233957140327	0.9140355831685965	0.9825304393859184	0.9043773219189145	0.8706498690283149	0.98222246092701	0.9540894405713314	0.0027
28	0.9074943488089028	0.996779115104255	0.9834110632268729	0.9156735385484327	0.9825304393859184	0.9053464706832499	0.8715230135961083	0.9827058381223481	0.9548546165618093	0.0028
29	0.9090592940358199	0.9969486353619258	0.9840014168486924	0.9168031629483196	0.9826627845420858	0.9063156194475852	0.8733940376699514	0.982759546699608	0.955449753443292	0.0029000000000000002
30	0.9107981220657277	0.9971181556195965	0.9845327351083298	0.9177633436882237	0.9833245103229222	0.9071232434178647	0.8748908569290258	0.9828132552768677	0.9561299098792723	0.003
31	0.9118414188836724	0.9971181556195965	0.9845327351083298	0.9189494493081051	0.983721545791424	0.9085769665643676	0.8756392665585631	0.9832966324722058	0.9563849685427649	0.0031000000000000003
32	0.9135802469135802	0.9971181556195965	0.9848279119192396	0.9196272239480373	0.9838538909475913	0.9097076401227588	0.8773855556941499	0.9834040496267253	0.9569801054242476	0.0032
33	0.9153190749434881	0.9971181556195965	0.9849459826436036	0.9201355549279865	0.9842509264160931	0.9108383136811501	0.878632905076712	0.9837263010902841	0.9574052031967353	0.0033
34	0.9160146061554513	0.9972876758772673	0.9850640533679674	0.9219994351878	0.9843832715722605	0.9114844128573736	0.878632905076712	0.9838874268220635	0.9580853596327156	0.0034000000000000002
35	0.917057902973396	0.9972876758772673	0.985418265541059	0.9226207286077379	0.9845156167284277	0.912292036827653	0.8800049893975302	0.9839411353993233	0.9582553987417106	0.0035
36	0.9184489653973222	0.9972876758772673	0.985477300903241	0.9234114656876589	0.9847803070407624	0.9140688095622678	0.8815018086566048	0.9843170954401418	0.9586804965141983	0.0036000000000000003
37	0.9191444966092853	0.9972876758772673	0.985536336265423	0.9240892403275911	0.9849126521969296	0.9143918591503796	0.8822502182861419	0.9846393469037005	0.9587655160686958	0.0037
38	0.9196661450182577	0.9972876758772673	0.9860676545250605	0.9246540525275346	0.9849126521969296	0.915199483120659	0.8827491580391668	0.9849615983672593	0.9597007311681687	0.0038
39	0.9208833246391932	0.9974571961349381	0.9864218666981522	0.9261225642473877	0.9851773425092641	0.9158455822968826	0.8836223026069602	0.985015306944519	0.9602958680496514	0.0039000000000000003
40	0.9227960354720918	0.9974571961349381	0.986598972784698	0.9266873764473312	0.9854420328215987	0.9172993054433856	0.8856180616190595	0.9854449755625974	0.9607209658221391	0.004
41	0.9254042775169535	0.9974571961349381	0.986598972784698	0.9274216323072578	0.9854420328215987	0.9179454046196092	0.887114880878134	0.986035769912455	0.9611460635946267	0.0041
42	0.926621457137889	0.9974571961349381	0.98665800814688	0.9278170008472183	0.9857067231339333	0.9184299790017768	0.8882374953224398	0.986304312798754	0.9615711613671144	0.004200000000000001
43	0.9271431055468614	0.9976267163926089	0.9867760788712439	0.9286077379271392	0.9859714134462678	0.9185915037958327	0.8887364350754646	0.9863580213760138	0.9622513178030947	0.0043
44	0.927490871152843	0.9976267163926089	0.9867760788712439	0.9291160689070884	0.986500794070937	0.9189145533839445	0.8907321940875639	0.9864654385305334	0.9625063764665873	0.0044
45	0.9283602851677969	0.9976267163926089	0.9869531849577897	0.9293984750070602	0.9866331392271043	0.9198837021482797	0.8914806037171011	0.9866265642623127	0.962931474239075	0.0045000000000000005
46	0.9287080507737785	0.9976267163926089	0.9869531849577897	0.9300197684269981	0.9870301746956062	0.9205298013245033	0.8922290133466384	0.986787689994092	0.96310151334807	0.0046
47	0.9297513475917232	0.9976267163926089	0.9871302910443356	0.9306975430669302	0.9871625198517734	0.9206913261185592	0.892603218161407	0.9869488157258715	0.9634415915660602	0.0047
48	0.9309685272126587	0.9977962366502797	0.9872483617686995	0.9313753177068624	0.9871625198517734	0.920852850912615	0.8934763627292005	0.9872173586121704	0.9637816697840503	0.0048000000000000004
49	0.9320118240306033	0.9979657569079505	0.9874254678552453	0.9316577238068342	0.9871625198517734	0.921014375706671	0.8945989771735063	0.98732477576669	0.9638666893385479	0.0049
50	0.9335767692575204	0.998304797423292	0.9875435385796092	0.9322790172267721	0.9871625198517734	0.9218219996769504	0.8958463265560683	0.9873784843439497	0.9645468457745281	0.005
51	0.933924534863502	0.998304797423292	0.9876025739417912	0.9327873482067213	0.9871625198517734	0.9226296236472299	0.8969689410003742	0.9875396100757291	0.9652270022105084	0.0051
52	0.9349678316814467	0.998304797423292	0.9877796800283369	0.9332956791866704	0.9871625198517734	0.9231141980293975	0.8979668205064238	0.9875396100757291	0.9656520999829961	0.005200000000000001
53	0.9370544253173361	0.998304797423292	0.9880158214770648	0.933860491386614	0.987427210164108	0.9232757228234534	0.8984657602594487	0.9877544443847682	0.9660771977554837	0.0053
54	0.9377499565292993	0.998304797423292	0.9883700336501564	0.9344817848065519	0.987427210164108	0.9235987724115652	0.8984657602594487	0.9879692786938074	0.9665022955279714	0.0054
55	0.9389671361502347	0.998304797423292	0.9883700336501564	0.9352160406664783	0.987427210164108	0.9240833467937328	0.8985904951977048	0.9880229872710672	0.9666723346369666	0.0055000000000000005
56	0.9391410189532255	0.998304797423292	0.9883700336501564	0.9358938153064106	0.987427210164108	0.9244063963818446	0.8990894349507297	0.988076695848327	0.9669273933004591	0.0056
57	0.9394887845592071	0.998304797423292	0.9884881043745203	0.9365151087263485	0.9876919004764425	0.9247294459699564	0.8995883747037545	0.988076695848327	0.9671824519639517	0.0057
58	0.9401843157711702	0.998304797423292	0.9886652104610661	0.9369104772663089	0.9879565907887772	0.9248909707640123	0.8999625795185231	0.9881841130028466	0.9673524910729467	0.0058000000000000005
59	0.9405320813771518	0.998304797423292	0.98878328118543	0.9370234397062976	0.9882212811011117	0.9252140203521241	0.9008357240863166	0.9882915301573661	0.9675225301819419	0.0059
60	0.9414014953921057	0.998304797423292	0.988901351909794	0.9378141767862186	0.988353626257279	0.9255370699402359	0.9012099289010852	0.9883452387346259	0.967862608399932	0.006
